score,title,url
4.8,Mouse de juego Logitech  Pro Series G Pro Hero negro,https://www.mercadolibre.com.ar/mouse-de-juego-logitech-pro-series-g-pro-hero-negro/p/MLA17486203?pdp_filters=category:MLA1714#searchVariation=MLA17486203&position=53&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.8,Mouse de juego inalámbrico Logitech  G Series Lightspeed G603 negro,https://www.mercadolibre.com.ar/mouse-de-juego-inalambrico-logitech-g-series-lightspeed-g603-negro/p/MLA8752180?pdp_filters=category:MLA1714#searchVariation=MLA8752180&position=35&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.9,Mouse de juego Logitech  G Series Lightsync G203 azul,https://www.mercadolibre.com.ar/mouse-de-juego-logitech-g-series-lightsync-g203-azul/p/MLA16211424?pdp_filters=category:MLA1714#searchVariation=MLA16211424&position=39&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.8,Mouse inalámbrico recargable Logitech  MX Anywhere 3 rosa,https://www.mercadolibre.com.ar/mouse-inalambrico-recargable-logitech-mx-anywhere-3-rosa/p/MLA17451135?pdp_filters=category:MLA1714#searchVariation=MLA17451135&position=41&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.8,Mouse de juego inalámbrico Logitech  G Series Lightspeed G305 black,https://www.mercadolibre.com.ar/mouse-de-juego-inalambrico-logitech-g-series-lightspeed-g305-black/p/MLA11259955?pdp_filters=category:MLA1714#searchVariation=MLA11259955&position=6&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.8,Mouse inalámbrico recargable Logitech  Master Series MX Master 3 grafito,https://www.mercadolibre.com.ar/mouse-inalambrico-recargable-logitech-master-series-mx-master-3-grafito/p/MLA15764890?pdp_filters=category:MLA1714#searchVariation=MLA15764890&position=10&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.8,Mouse de juego Logitech  G Series Prodigy G203 black,https://www.mercadolibre.com.ar/mouse-de-juego-logitech-g-series-prodigy-g203-black/p/MLA6331498?pdp_filters=category:MLA1714#searchVariation=MLA6331498&position=51&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.8,Mouse trackball inalámbrico recargable Logitech  MX Ergo negro,https://www.mercadolibre.com.ar/mouse-trackball-inalambrico-recargable-logitech-mx-ergo-negro/p/MLA8752176?pdp_filters=category:MLA1714#searchVariation=MLA8752176&position=38&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.8,Mouse de juego Logitech  G Series MX518 negro,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=hrskTG3AYWHDdQ%2BuDM3doc6p%2BACjzeoaki2TyZkkdYvYgYAumedaAScMR8aYxckfokr%2FvprktfgjTZJl0Zvup9S4A4HtS83bocEmE2ej778hVoOVVbdWOd36wj2j5I8Eor3MGHv5RtU1Q4%2BDnSLOMdNxQ9rcu5rvkRra077li9PHC24t%2B3auwpMLRKR1Ge7WppnjKFTV9UUMvwwyawNyy3TT32fJclzQXHcLf6DVhwUVQ7MCQg%2FjzMgyIzFfhxsXY63Ez9HZtA8fw%2F39oprRnoQUceAGJCoufAxbK1p8M9jlgRklwhRmmI5dNt%2F4Fh23LCfKopqLjqiY%2FDOqWdVKffdaeYyscNjd6K6zVHfq40aSr1vof7Fbtgg%2B1gI5FKHC5p0ouVJo4pDFe4CqcownAc4XLOHQRtfw2UmGIZTe5PBbJaxfcTA16rwDOcqjaPGJinuMQ52C9A1JTA%2BSQqCQBBui9YDteHYS3qjNpJcfx8lZrqZaaDqRj6O33dCXP1BfoDc0UJXNBm2VtgBR7zOf2AC3I%2FgU0KYCnpKMohP9JXFPa6EcqOyWDS5%2BnDuoMoiXE2UAfwykUPnh%2BFCy7VKuBKJz%2Bzwwu%2BfJDDogrCSkeYOzlmQEJJiQdjTwnqoWJxQbj6nfTvisCRqs9zCswQkM%2Fs%2BaEeUQiGx3K5Spy83jBVXiwISCC0WjI1OM7tfl2wIR9xa%2FfcfQXmXpeIrBB4dGdS3ApGfIpTuFQNA%2BH47nIMZFsnZixyRrpus2P9aGzdIrGEqQUXyfzd9%2BMvr98mCTJE5tqvuhwpUx1E%2FG40Z5eQb8CKVyiiGRh7kJMiLgIb5YLE%2B%2FJl0OwVYm49KNuYFKyQmd2ybDHBoXWbN2uDViOJLq3aqWvduNbDUfkwXme0k5ZdeAUUckoZwB9tc8eQQYBUydjow7Kf6zCI36vc3WkUrXjUSXgZu65FSPdXeQg6wZFYnXsMTI%2BBbJAhn%2FOhyxO2gezU4ok83aavbQt0n9WVKCF5FaTzhGe3H2rFtJcsMV8dWwL0r0MGH%2FW7dqeEJ1h3IoQUBDPKA6YBqFcgVLImHm%2FZV89l%2BqdrPPdqfcDNp%2BC88OSswI5QSFqLL6IKY1zFn81gscLi6oEf3p5mpsOrZpEyRtJYSa4PCWxZm9%2F3lBXlxGwgsGMcdOGtJHP5I7EzmxvZJoJfxPu2sg6RMub6UpG5HHw3fwnBMlzTcr1Q%2B2v2OKn70WZKEikQwC6ys9Q0vLyLB%2FQIaWik5Db2uh4kGWWgR7qJvKNyLuLp2tE7zhJSpzKD%2BFqSpbTBV38nms%2BoRNk4usxLIKS%2Bem2JaMYSofN619KiPK%2FT%2Bi9M%2F1hkJ1WiAqfKAMB%2B%2FriQZ%2BV%2Fp%2BY4RbveXM5VIX9LqA0MLvak%2BzACfjNcG8Jr0Ka4qTa06d8l%2FqNSTIVtHy7%2FrOFp680g3kTiIOLsNp5P0nSFnahCqOBHyVYI7tCGi4FnZgPFOqFgiuyA%2Bn1wJFwRvXMmJVi5CBwaWn9NcSEYsUkkBtdsUF7BMyQAEGpg9XnqPJvdI3%2FaGlBMf9hikjdzt%2FJbXFR%2BKqdwLC4W09yyWnbB3pm32674aK5q013FtnsyEXmIHgO6ygf29bjL1NnlC2DpCSfGi7Om8U6jVqB0JccL9KxLhxkcBSlAaHyyUwQNZvmZOnDFbR86PeHP2vgRJ05sjJO2I8mJYYPypA8%2FZ%2FWFsCcAV6V65emfNIHZcTgXkUZ44pAr%2B%2BudVmOc8T9uPbgvDhnDGArs4Ks%2BVjD4Tu%2FegWbuwRjRG0SjFSI9jEMU8OJYq5ODbR5LdCgfc%2FIG0D5qtegg%3D%3D
4.9,Mouse de juego Logitech  G Series Hero G502 kda,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=tFIrKVInNMWbp4xfdjXUKSHovRT9D%2BqgIjQrk55oQjT%2B%2FrD49koFng9iyhKXI9aEzZJI6NIXWi7Fscv8pRMGlktmmnlP2oldpy0WtGOF5tVryJHQCHwmPCQp%2B8TcyfctV2RGx%2Fidyqku%2FqWotCOjpqAdPrnqiYg0O9MN9IrlFypOGlviofhWn0CLLGe%2B%2BmVll1dFoDlHQFN4mRpQCWsj7shkl4bH94PfgEGI1T9tgq%2FxOuHCThr4MiL%2FHWY5%2FxPcjob%2FJ%2B3YKfdrXj%2Fr1n6QmeTVdwz%2FWr9WzkhlOXRkD3AeiWCv9MbEEcJh8azxFeNy1Bm%2Ffx9rAxesNpzUf%2BTWIMymeUvP7WZBj8%2FhOgU7rAG54TyrXuhy7SdpCj%2F%2BoO2XFYKBcadxpcdt%2FLFi92TaSVTGiB04x1uC%2Fm3sKWscjOvrKrzfF9EoTDRcoMW4quKytpnMAqDBCEpFnzoWLNaJh%2BNfYgD0nkb0PR8q6wqlyBMo1G3PO1A96t0E%2B25LpZIa4jiWoOVofdyDlTWEDPbkodRK50%2BBiGGUOSOl6SUMh3KIaKkrPwbRA%2B1Armu%2B45I8xhF5l6kb8v6t2hXoXAlPGbFLVuW18R1gJ1OTcdk5cxC%2F1d09cKqwaxIZs7uVfiLegekOgrMqTi%2BwDIXnteXaNX76ZMt4vfoxI8rW6NwGqLyFvXsj2QsElv%2BrJdFmMbj18hddBPoNe%2BzWLWSc16tfsY5oyToc6CmBf%2FH2r%2F2PdCPBoN2mgC7ATX6STzgUsvUp6VnpRl7S0bu1Dc5YvIBuqcO7QluZ94a8oD7NZPYoGXfckOmrIK0nGjj8RvX8KbpabXxVk%2FpAnisMHCqLVAlBgPgpGZ4SB5yCFZhIakolH7msrhgs3N096OoQE4jc%2B2RJ%2FYA9P8X5kmd%2BeIamEd7D%2F2Bin1FrIX8%2BfhYEzCFY8a%2BDCz7G3cuc0Z6nKvIAWkBlNR3JNnpxEznXpxNxl1DfljlBlIu1pIpieJBAutO%2Fk6%2BERLHEJptpSBChqbWoQ7kVCgua%2B%2FCedyLd4Bg1DLq7D7B4nGTXYRtOxi2Ntm3gdnYGgm7VT%2FS1V0TI5pes7bHOhKDfITjEA0X1i0qcXLYeTU4Zebx8oOyQNI9my52tt7ILnXBgTQy%2BQoJDx03w9ZtfLBDLr2VSHuQv%2Bqt8h63%2FeaAtr4bWFiCyHX89mtO3HX%2Bcrmsc7jmqbI69JYyJM0NUDa5aS%2BvJKFmztl5W80CM2uDb0Mi%2F3RtZsyeAwaziIxm5w1B4czwkiHqYazAzw0Szj8v98HzKz%2F1o2m9LU42TLYSrcL%2Fv%2B1QANAk2ysy5FX4rh%2FvKHxhFfiy9W49gauVLqOYxpclngSwT%2BspegFLlq01jrpRdEn8xt6FJbjyKBrYFk2elstIwU4wJWGdfShqxQpPZQkpxRMJ%2FNB3RKlduVimg2rlzfWu%2BiM1jkPSV4zn2ZahqrAKHe78RuUppMmxbAo3XcsScdbBIj92EXtNSR%2BlCHMVOgnJnc4qQfKzvOOc4ckssQ21hIVEPpCl8%2BAMWw%2FFLQ69FlXY%2BcabzmDTtZMUzsi4aNrHUC8xn0AKPZWJv%2BmJn5BgpUXKDFYaraOPIixB7qepCb6VKyFvEeZywMgAFjBX4SaBzRgK%2By%2F0OrLFnuawUJvOkOSHb8LTCeoNdOOaTN9p5wCeqGfIrU68sqH0vAznSBb4RREoeftoICWYpDCuXVKx8H0668kANvODnUwq9n8yxAu%2BqktY1OHm81ubyE5j3xW7Sn6ySci0mhqukyUPgV8BhDILGLRNKnYRiAL6SXV%2FBGEwJoYdiO61qUkbh
4.8,Mouse inalámbrico recargable Logitech  MX Anywhere 3 grafito,https://www.mercadolibre.com.ar/mouse-inalambrico-recargable-logitech-mx-anywhere-3-grafito/p/MLA17451134?pdp_filters=category:MLA1714#searchVariation=MLA17451134&position=36&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.9,Mouse de juego inalámbrico recargable Logitech  G Series Lightspeed G502 negro,https://www.mercadolibre.com.ar/mouse-de-juego-inalambrico-recargable-logitech-g-series-lightspeed-g502-negro/p/MLA15173180?pdp_filters=category:MLA1714#searchVariation=MLA15173180&position=15&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.9,Mouse de juego Logitech  G Series Hero G502 kda,https://www.mercadolibre.com.ar/mouse-de-juego-logitech-g-series-hero-g502-kda/p/MLA17485024?pdp_filters=category:MLA1714#searchVariation=MLA17485024&position=20&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.8,Mouse inalámbrico Logitech  M170 rojo y negro,https://www.mercadolibre.com.ar/mouse-inalambrico-logitech-m170-rojo-y-negro/p/MLA6204830?pdp_filters=category:MLA1714#searchVariation=MLA6204830&position=32&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.8,Mouse de juego inalámbrico Logitech  G Series Lightspeed G305 white,https://www.mercadolibre.com.ar/mouse-de-juego-inalambrico-logitech-g-series-lightspeed-g305-white/p/MLA11259956?pdp_filters=category:MLA1714#searchVariation=MLA11259956&position=54&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.8,Mouse inalámbrico Logitech  M170 gris y negro,https://www.mercadolibre.com.ar/mouse-inalambrico-logitech-m170-gris-y-negro/p/MLA6204829?pdp_filters=category:MLA1714#searchVariation=MLA6204829&position=11&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.8,Mouse inalámbrico Logitech  M280 plateado,https://www.mercadolibre.com.ar/mouse-inalambrico-logitech-m280-plateado/p/MLA6072947?pdp_filters=category:MLA1714#searchVariation=MLA6072947&position=18&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.8,Mouse inalámbrico Logitech  M280 negro,https://www.mercadolibre.com.ar/mouse-inalambrico-logitech-m280-negro/p/MLA6072946?pdp_filters=category:MLA1714#searchVariation=MLA6072946&position=4&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.7,Mouse Logitech  M100 negro,https://www.mercadolibre.com.ar/mouse-logitech-m100-negro/p/MLA10949085?pdp_filters=category:MLA1714#searchVariation=MLA10949085&position=34&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.9,Mouse inalámbrico Logitech  Pebble M350 blanco crudo,https://www.mercadolibre.com.ar/mouse-inalambrico-logitech-pebble-m350-blanco-crudo/p/MLA15751093?pdp_filters=category:MLA1714#searchVariation=MLA15751093&position=14&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
4.6,Mouse inalámbrico Logitech  M190 azul,https://www.mercadolibre.com.ar/mouse-inalambrico-logitech-m190-azul/p/MLA16139513?pdp_filters=category:MLA1714#searchVariation=MLA16139513&position=55&search_layout=stack&type=product&tracking_id=fa5bdf2b-6506-4412-b403-4f953d8415f0
